category,attribute1,attribute2,word_overlap,string_similarity,combined_score
hobbiesAndInterests,football,football linebacker,0.5,0.59,1.09
hobbiesAndInterests,goes to museums,goes to park,0.5,0.59,1.09
hobbiesAndInterests,goes to museums,goes to pool,0.5,0.59,1.09
hobbiesAndInterests,painting,watercolor painting,0.5,0.59,1.09
hobbiesAndInterests,growing vegetables,grows own vegetables,0.25,0.84,1.09
hobbiesAndInterests,likes Barbie dolls,likes barbies,0.25,0.84,1.09
hobbiesAndInterests,likes barbie dolls,likes barbies,0.25,0.84,1.09
hobbiesAndInterests,played hockey,plays field hockey,0.25,0.84,1.09
hobbiesAndInterests,nature walks,walks,0.5,0.59,1.09
hobbiesAndInterests,reads,reads comics,0.5,0.59,1.09
hobbiesAndInterests,taking walks,walks,0.5,0.59,1.09
hobbiesAndInterests,likes The Flintstones,likes The Pretenders,0.5,0.59,1.09
hobbiesAndInterests,archery,practices archery,0.5,0.58,1.08
hobbiesAndInterests,community theater,theater,0.5,0.58,1.08
hobbiesAndInterests,cooking,cooking breakfast,0.5,0.58,1.08
hobbiesAndInterests,extensive reading,reading,0.5,0.58,1.08
hobbiesAndInterests,running,running marathons,0.5,0.58,1.08
hobbiesAndInterests,writing,writing biography,0.5,0.58,1.08
hobbiesAndInterests,listening to rap music,rap music,0.5,0.58,1.08
hobbiesAndInterests,likes comic books,likes comics,0.25,0.83,1.08
hobbiesAndInterests,played hockey,plays ice hockey,0.25,0.83,1.08
hobbiesAndInterests,reads comic books,reads comics,0.25,0.83,1.08
hobbiesAndInterests,attending conventions,attends comic conventions,0.25,0.83,1.08
hobbiesAndInterests,biking,mountain biking,0.5,0.57,1.07
hobbiesAndInterests,cars,likes cars,0.5,0.57,1.07
hobbiesAndInterests,cats,likes cats,0.5,0.57,1.07
hobbiesAndInterests,cats,loves cats,0.5,0.57,1.07
hobbiesAndInterests,cats,shows cats,0.5,0.57,1.07
hobbiesAndInterests,collects movies,movies,0.5,0.57,1.07
hobbiesAndInterests,dogs,likes dogs,0.5,0.57,1.07
hobbiesAndInterests,dogs,loves dogs,0.5,0.57,1.07
hobbiesAndInterests,downhill skiing,skiing,0.5,0.57,1.07
hobbiesAndInterests,fall,likes fall,0.5,0.57,1.07
hobbiesAndInterests,family,family oriented,0.5,0.57,1.07
hobbiesAndInterests,golf,plays golf,0.5,0.57,1.07
hobbiesAndInterests,guitar,learning guitar,0.5,0.57,1.07
hobbiesAndInterests,hockey,watching hockey,0.5,0.57,1.07
hobbiesAndInterests,likes snow,snow,0.5,0.57,1.07
hobbiesAndInterests,loves snow,snow,0.5,0.57,1.07
hobbiesAndInterests,movies,watching movies,0.5,0.57,1.07
hobbiesAndInterests,painting,painting watercolors,0.5,0.57,1.07
hobbiesAndInterests,runs,runs daily,0.5,0.57,1.07
hobbiesAndInterests,runs,runs track,0.5,0.57,1.07
hobbiesAndInterests,soccer,supports soccer,0.5,0.57,1.07
hobbiesAndInterests,sports,watching sports,0.5,0.57,1.07
hobbiesAndInterests,acting in television,watching television,0.25,0.82,1.07
hobbiesAndInterests,likes desert,lives in desert,0.25,0.81,1.06
hobbiesAndInterests,lives in desert,loves desert,0.25,0.81,1.06
hobbiesAndInterests,reads books extensively,reads used books,0.5,0.56,1.06
hobbiesAndInterests,interested in krav maga,krav maga,0.5,0.56,1.06
hobbiesAndInterests,reading book series,reading books,0.25,0.81,1.06
hobbiesAndInterests,travels,travels frequently,0.5,0.56,1.06
hobbiesAndInterests,anime,watches anime,0.5,0.56,1.06
hobbiesAndInterests,beach,beach walking,0.5,0.56,1.06
hobbiesAndInterests,country music,music,0.5,0.56,1.06
hobbiesAndInterests,dance,dance lessons,0.5,0.56,1.06
hobbiesAndInterests,music,playing music,0.5,0.56,1.06
hobbiesAndInterests,reads,reads Asterix,0.5,0.56,1.06
hobbiesAndInterests,reads,reads fiction,0.5,0.56,1.06
hobbiesAndInterests,rugby,watches rugby,0.5,0.56,1.06
hobbiesAndInterests,baseball,recreational baseball,0.5,0.55,1.05
hobbiesAndInterests,reads books extensively,reads comic books,0.5,0.55,1.05
hobbiesAndInterests,studying science,studying social sciences,0.25,0.8,1.05
hobbiesAndInterests,attending school,school,0.5,0.55,1.05
hobbiesAndInterests,hiking,hiking volcanoes,0.5,0.55,1.05
hobbiesAndInterests,drives long distances,long drives,0.67,0.38,1.04
hobbiesAndInterests,competitive dancing,dancing,0.5,0.54,1.04
hobbiesAndInterests,cars,sports cars,0.5,0.53,1.03
hobbiesAndInterests,enjoys snow,snow,0.5,0.53,1.03
hobbiesAndInterests,food,food trucks,0.5,0.53,1.03
hobbiesAndInterests,traveling,traveling internationally,0.5,0.53,1.03
hobbiesAndInterests,plays football,plays professional football quarterback,0.5,0.53,1.03
hobbiesAndInterests,anime,watching anime,0.5,0.53,1.03
hobbiesAndInterests,music,music industry,0.5,0.53,1.03
hobbiesAndInterests,drives Ford truck,likes Ford trucks,0.2,0.82,1.02
hobbiesAndInterests,bowling,professional bowling,0.5,0.52,1.02
hobbiesAndInterests,NFL,likes NFL,0.5,0.5,1.0
hobbiesAndInterests,cats,showing cats,0.5,0.5,1.0
hobbiesAndInterests,classical music,music,0.5,0.5,1.0
hobbiesAndInterests,golf,playing golf,0.5,0.5,1.0
hobbiesAndInterests,makeup,makeup application,0.5,0.5,1.0
hobbiesAndInterests,racing RC cars,researching race cars,0.2,0.8,1.0
hobbiesAndInterests,science,science concentration,0.5,0.5,1.0
hobbiesAndInterests,travel,travel photography,0.5,0.5,1.0
hobbiesAndInterests,yoga,yoga teacher,0.5,0.5,1.0
hobbiesAndInterests,go-kart racing,racing go-karts,0.5,0.48,0.98
hobbiesAndInterests,music,music production,0.5,0.48,0.98
hobbiesAndInterests,breeding cats,cats,0.5,0.47,0.97
hobbiesAndInterests,golf,watching golf,0.5,0.47,0.97
hobbiesAndInterests,teaching yoga,yoga,0.5,0.47,0.97
hobbiesAndInterests,travels,travels internationally,0.5,0.47,0.97
hobbiesAndInterests,practices yoga,yoga,0.5,0.44,0.94
hobbiesAndInterests,runs,runs marathons,0.5,0.44,0.94
hobbiesAndInterests,exercise,exercises,0.0,0.94,0.94
hobbiesAndInterests,travel,travels,0.0,0.92,0.92
hobbiesAndInterests,dance,dances,0.0,0.91,0.91
hobbiesAndInterests,art,creating art,0.5,0.4,0.9
hobbiesAndInterests,baseball,basketball,0.0,0.89,0.89
hobbiesAndInterests,plans to travel,travel to London,0.5,0.39,0.89
hobbiesAndInterests,travel to London,wants to travel,0.5,0.39,0.89
hobbiesAndInterests,reads,reads autobiographies,0.5,0.38,0.88
hobbiesAndInterests,attended concert,attends concerts,0.0,0.88,0.88
hobbiesAndInterests,bicycling,cycling,0.0,0.88,0.88
hobbiesAndInterests,cleaning,learning,0.0,0.88,0.88
hobbiesAndInterests,cycling,recycling,0.0,0.88,0.88
hobbiesAndInterests,plans to travel,travel to Ireland,0.5,0.38,0.88
hobbiesAndInterests,travel to Ireland,wants to travel,0.5,0.38,0.88
hobbiesAndInterests,watch basketball,watches baseball,0.0,0.88,0.88
hobbiesAndInterests,bathing,boating,0.0,0.86,0.86
hobbiesAndInterests,forest,forestry,0.0,0.86,0.86
hobbiesAndInterests,gambling,gaming,0.0,0.86,0.86
hobbiesAndInterests,watch basketball,watching baseball,0.0,0.85,0.85
hobbiesAndInterests,played basketball,plays baseball,0.0,0.84,0.84
hobbiesAndInterests,acting,dating,0.0,0.83,0.83
hobbiesAndInterests,acting,eating,0.0,0.83,0.83
hobbiesAndInterests,baking,biking,0.0,0.83,0.83
hobbiesAndInterests,biking,hiking,0.0,0.83,0.83
hobbiesAndInterests,dating,eating,0.0,0.83,0.83
hobbiesAndInterests,flies kites,likes kittens,0.0,0.83,0.83
hobbiesAndInterests,filming,filmmaking,0.0,0.82,0.82
hobbiesAndInterests,sleeping,sleeps in,0.0,0.82,0.82
hobbiesAndInterests,organization,organizing,0.0,0.82,0.82
hobbiesAndInterests,playing baseball,plays basketball,0.0,0.81,0.81
hobbiesAndInterests,playing basketball,plays baseball,0.0,0.81,0.81
hobbiesAndInterests,athlete,athletic,0.0,0.8,0.8
hobbiesAndInterests,blogging,jogging,0.0,0.8,0.8
hobbiesAndInterests,canning,cleaning,0.0,0.8,0.8
hobbiesAndInterests,daydreaming,daydreams,0.0,0.8,0.8
hobbiesAndInterests,food,foodie,0.0,0.8,0.8
hobbiesAndInterests,reading ebooks,reads books,0.0,0.8,0.8
hobbiesAndInterests,skiing,skydiving,0.0,0.8,0.8
hobbiesAndInterests,travel,traveling,0.0,0.8,0.8
hobbiesAndInterests,vacationing,vacations,0.0,0.8,0.8
hobbiesAndInterests,watches baseball,watching basketball,0.0,0.8,0.8
hobbiesAndInterests,watches basketball,watching baseball,0.0,0.8,0.8
lifestyleAndHabits,appeared on TV news,appeared on tv news,1.0,1.0,2.0
lifestyleAndHabits,drives Honda Civic,drives honda civic,1.0,1.0,2.0
lifestyleAndHabits,drives Prius,drives prius,1.0,1.0,2.0
lifestyleAndHabits,drives SUV,drives suv,1.0,1.0,2.0
lifestyleAndHabits,eats too many French fries,eats too many french fries,1.0,1.0,2.0
lifestyleAndHabits,goes on Viking boat,goes on viking boat,1.0,1.0,2.0
lifestyleAndHabits,takes vitamin C when cold,takes vitamin c when cold,1.0,1.0,2.0
lifestyleAndHabits,does not own a car,does not own car,0.8,0.94,1.74
lifestyleAndHabits,works 60 hours per week,works over 60 hours per week,0.83,0.9,1.74
lifestyleAndHabits,performed at local theater,performed gig at local theater,0.8,0.93,1.73
lifestyleAndHabits,has never been to city,never been to city,0.8,0.9,1.7
lifestyleAndHabits,lived in storage locker for 2 months,lived in storage locker for two months,0.75,0.95,1.7
lifestyleAndHabits,works same job for 2 years,works same job for 8 years,0.71,0.96,1.68
lifestyleAndHabits,has not gone home in over two years,has not returned home in over two years,0.78,0.89,1.67
lifestyleAndHabits,works 9 to 5 job,works 9 to 5 office job,0.83,0.82,1.65
lifestyleAndHabits,has never traveled internationally,has traveled internationally,0.75,0.9,1.65
lifestyleAndHabits,never works more than 4 days consecutively,works no more than 4 days consecutively,0.75,0.89,1.64
lifestyleAndHabits,has full sleeve tattoos,has sleeve tattoos,0.75,0.88,1.63
lifestyleAndHabits,works 40 hours per week,works 60 hours per week,0.67,0.96,1.62
lifestyleAndHabits,has never traveled abroad,has traveled abroad,0.75,0.86,1.61
lifestyleAndHabits,lives in apartment,lives in attic apartment,0.75,0.86,1.61
lifestyleAndHabits,lives in apartment,lives in small apartment,0.75,0.86,1.61
lifestyleAndHabits,was enslaved for 10 years,was slave for 10 years,0.67,0.94,1.6
lifestyleAndHabits,gig at local theater,performed gig at local theater,0.8,0.8,1.6
lifestyleAndHabits,lives in house,lives in tiny house,0.75,0.85,1.6
lifestyleAndHabits,has traveled internationally,traveled internationally,0.67,0.92,1.59
lifestyleAndHabits,lives in apartment,lives in studio apartment,0.75,0.84,1.59
lifestyleAndHabits,has 10 piercings,has piercings,0.67,0.9,1.56
lifestyleAndHabits,lives on farm,lives on small farm,0.75,0.81,1.56
lifestyleAndHabits,runs more than 2 miles a day,runs more than 2 miles daily,0.62,0.93,1.55
lifestyleAndHabits,donates overstock to charity,donates to charity,0.75,0.78,1.53
lifestyleAndHabits,sleeps 10 hours daily,sleeps 3 hours daily,0.6,0.93,1.53
lifestyleAndHabits,has six tattoos,has tattoos,0.67,0.85,1.51
lifestyleAndHabits,has tattoos,has two tattoos,0.67,0.85,1.51
lifestyleAndHabits,wears purse,wears red purse,0.67,0.85,1.51
lifestyleAndHabits,wears red shoes,wears shoes,0.67,0.85,1.51
lifestyleAndHabits,has never been to beach,has never been to city,0.67,0.84,1.51
lifestyleAndHabits,carries senior prom photo,carries senior prom photo in wallet,0.67,0.83,1.5
lifestyleAndHabits,drives car,drives red car,0.67,0.83,1.5
lifestyleAndHabits,drives Ford truck,drives truck,0.67,0.83,1.49
lifestyleAndHabits,goes on dates regularly,going on dates regularly,0.6,0.89,1.49
lifestyleAndHabits,delivers baked goods,delivers goods,0.67,0.82,1.49
lifestyleAndHabits,has long hair,long hair,0.67,0.82,1.48
lifestyleAndHabits,has pink hair,pink hair,0.67,0.82,1.48
lifestyleAndHabits,long hair,long red hair,0.67,0.82,1.48
lifestyleAndHabits,lives with roommate,lives with roommates,0.5,0.97,1.47
lifestyleAndHabits,height nearly 6 feet,height under 6 feet,0.6,0.87,1.47
lifestyleAndHabits,brown hair,long brown hair,0.67,0.8,1.47
lifestyleAndHabits,drinks iced tea,drinks tea,0.67,0.8,1.47
lifestyleAndHabits,drives Honda,drives Honda Civic,0.67,0.8,1.47
lifestyleAndHabits,drives Honda,drives honda civic,0.67,0.8,1.47
lifestyleAndHabits,drives blue car,drives car,0.67,0.8,1.47
lifestyleAndHabits,drives car,drives fast car,0.67,0.8,1.47
lifestyleAndHabits,drives large truck,drives truck,0.67,0.8,1.47
lifestyleAndHabits,owns blue shoes,owns shoes,0.67,0.8,1.47
lifestyleAndHabits,does not eat healthy,does not eat meat,0.6,0.86,1.46
lifestyleAndHabits,sells items at local fairs,sells merchandise at local fairs,0.67,0.79,1.46
lifestyleAndHabits,lives in attic apartment,lives in studio apartment,0.6,0.86,1.46
lifestyleAndHabits,cares for family on weekdays,cares for grandmother on weekdays,0.67,0.79,1.45
lifestyleAndHabits,has tattoos,has three tattoos,0.67,0.79,1.45
lifestyleAndHabits,eats fast food,eats food,0.67,0.78,1.45
lifestyleAndHabits,eats food,eats junk food,0.67,0.78,1.45
lifestyleAndHabits,owns cats,owns many cats,0.67,0.78,1.45
lifestyleAndHabits,watches football,watches football socially,0.67,0.78,1.45
lifestyleAndHabits,owns multiple cars,owns multiple cats,0.5,0.94,1.44
lifestyleAndHabits,drives black car,drives car,0.67,0.77,1.44
lifestyleAndHabits,drives large van,drives van,0.67,0.77,1.44
lifestyleAndHabits,works 40 hours per week,works over 60 hours per week,0.57,0.86,1.43
lifestyleAndHabits,lives in attic apartment,lives in small apartment,0.6,0.83,1.43
lifestyleAndHabits,long red hair,red hair,0.67,0.76,1.43
lifestyleAndHabits,owns car,owns fast car,0.67,0.76,1.43
lifestyleAndHabits,has sleeve tattoos,has tattoos,0.67,0.76,1.43
lifestyleAndHabits,changed hair color,changed hair color to blue,0.6,0.82,1.42
lifestyleAndHabits,long brown hair,long hair,0.67,0.75,1.42
lifestyleAndHabits,long curly hair,long hair,0.67,0.75,1.42
lifestyleAndHabits,owns farm,owns small farm,0.67,0.75,1.42
lifestyleAndHabits,works out,works out daily,0.67,0.75,1.42
lifestyleAndHabits,lives in small apartment,lives in studio apartment,0.6,0.82,1.42
lifestyleAndHabits,height 5 ft,height 5 ft 3 in,0.6,0.81,1.41
lifestyleAndHabits,line dry clothes,line drying clothes,0.5,0.91,1.41
lifestyleAndHabits,sleeps in princess bed,sleeps in single bed,0.6,0.81,1.41
lifestyleAndHabits,height 5 ft,height 6 ft,0.5,0.91,1.41
lifestyleAndHabits,height 5 ft,height 7 ft,0.5,0.91,1.41
lifestyleAndHabits,height 6 ft,height 7 ft,0.5,0.91,1.41
lifestyleAndHabits,spends hours on computer,spends time on computer,0.6,0.81,1.41
lifestyleAndHabits,spends a lot of money on hobbies,spends money on hobbies,0.57,0.84,1.41
lifestyleAndHabits,bilingual English and French,bilingual English and Italian,0.6,0.81,1.41
lifestyleAndHabits,sleeps 3 hours a day,sleeps 3 hours daily,0.5,0.9,1.4
lifestyleAndHabits,vacations every winter,vacations in Florida every winter,0.6,0.8,1.4
lifestyleAndHabits,goes surfing when tide is low,surfs when tide is low,0.57,0.82,1.39
lifestyleAndHabits,owns car,owns first car,0.67,0.73,1.39
lifestyleAndHabits,owns car,owns green car,0.67,0.73,1.39
lifestyleAndHabits,drinks protein powder,drinks protein powder with water,0.6,0.79,1.39
lifestyleAndHabits,uses two monitors,uses two monitors for work,0.6,0.79,1.39
lifestyleAndHabits,owns fast car,owns first car,0.5,0.89,1.39
lifestyleAndHabits,watches games together,watching games together,0.5,0.89,1.39
lifestyleAndHabits,appeared on TV news,appeared on TV news multiple times,0.67,0.72,1.38
lifestyleAndHabits,appeared on TV news multiple times,appeared on tv news,0.67,0.72,1.38
lifestyleAndHabits,drives car,drives foreign car,0.67,0.71,1.38
lifestyleAndHabits,part-time waiter,works as part-time waiter,0.6,0.78,1.38
lifestyleAndHabits,drives an hour to work,drives to work,0.6,0.78,1.38
lifestyleAndHabits,works as waiter,works as waitress,0.5,0.88,1.38
lifestyleAndHabits,spends time with dogs,spends time with family,0.6,0.77,1.37
lifestyleAndHabits,prefers purple clothing,wears purple clothing,0.5,0.86,1.36
lifestyleAndHabits,eats fast food,eats too much fast food,0.6,0.76,1.36
lifestyleAndHabits,works as part-time waiter,works as waiter,0.6,0.75,1.35
lifestyleAndHabits,has never traveled abroad,has never traveled internationally,0.6,0.75,1.35
lifestyleAndHabits,owns Chevrolet Tahoe,owns chevrolet car,0.5,0.84,1.34
lifestyleAndHabits,gig at local theater,performed at local theater,0.6,0.74,1.34
lifestyleAndHabits,drives black car,drives blue car,0.5,0.84,1.34
lifestyleAndHabits,lives in house,lives in house with yard,0.6,0.74,1.34
lifestyleAndHabits,pretends to like fruit,pretends to like vegetables,0.6,0.73,1.33
lifestyleAndHabits,eats out,usually eats out,0.67,0.67,1.33
lifestyleAndHabits,owns cats,owns multiple cats,0.67,0.67,1.33
lifestyleAndHabits,drives blue car,drives red car,0.5,0.83,1.33
lifestyleAndHabits,has never traveled internationally,traveled internationally,0.5,0.83,1.33
lifestyleAndHabits,lives in city,lives in country,0.5,0.83,1.33
lifestyleAndHabits,lives on farm,lives on farm with pigs,0.6,0.72,1.32
lifestyleAndHabits,attends karaoke on Friday nights,attends karaoke on Thursday night,0.43,0.89,1.32
lifestyleAndHabits,owns multiple homes,owns multiple smartphones,0.5,0.82,1.32
lifestyleAndHabits,works as waiter,works as waiter on weekends,0.6,0.71,1.31
lifestyleAndHabits,drives foreign car,drives red car,0.5,0.81,1.31
lifestyleAndHabits,has three tattoos,has two tattoos,0.5,0.81,1.31
lifestyleAndHabits,does not drink alcohol,does not drink caffeine,0.6,0.71,1.31
lifestyleAndHabits,owns multiple cars,owns multiple homes,0.5,0.81,1.31
lifestyleAndHabits,owns multiple cats,owns multiple homes,0.5,0.81,1.31
lifestyleAndHabits,traveled to Ireland,traveled to London,0.5,0.81,1.31
lifestyleAndHabits,rarely goes to work,rarely shows up to work,0.5,0.81,1.31
lifestyleAndHabits,works daytime at grocery store,works in grocery store,0.5,0.81,1.31
lifestyleAndHabits,drives Ford truck,drives large truck,0.5,0.8,1.3
lifestyleAndHabits,drives an hour to work,drives more than one hour to work,0.5,0.8,1.3
lifestyleAndHabits,has six tattoos,has two tattoos,0.5,0.8,1.3
lifestyleAndHabits,has sleeve tattoos,has three tattoos,0.5,0.8,1.3
lifestyleAndHabits,lives in car,lives in city,0.5,0.8,1.3
lifestyleAndHabits,lives in condo,lives in country,0.5,0.8,1.3
lifestyleAndHabits,part-time bartender,part-time waiter,0.5,0.8,1.3
lifestyleAndHabits,wears red purse,wears red shoes,0.5,0.8,1.3
lifestyleAndHabits,has flown internationally,has traveled internationally,0.5,0.79,1.29
lifestyleAndHabits,owns multiple cars,owns multiple smartphones,0.5,0.79,1.29
lifestyleAndHabits,owns multiple cats,owns multiple smartphones,0.5,0.79,1.29
lifestyleAndHabits,carries black purse,carries skunk purse,0.5,0.79,1.29
lifestyleAndHabits,commutes by bus,commutes by subway,0.5,0.79,1.29
lifestyleAndHabits,has six tattoos,has sleeve tattoos,0.5,0.79,1.29
lifestyleAndHabits,works as bartender,works as waiter,0.5,0.79,1.29
lifestyleAndHabits,lives in car,lives in country,0.5,0.79,1.29
lifestyleAndHabits,long brown hair,long red hair,0.5,0.79,1.29
lifestyleAndHabits,long curly hair,long red hair,0.5,0.79,1.29
lifestyleAndHabits,owns car,owns chevrolet car,0.67,0.62,1.28
lifestyleAndHabits,carries large axe,uses large axe,0.5,0.77,1.27
lifestyleAndHabits,drives black car,drives fast car,0.5,0.77,1.27
